id,parent_id,name_ar,name_en,name_bn,name_de,name_es,name_fr,name_id,name_ml,name_pt,name_ru,name_ta,name_tr,name_ur,name_zh,name_hi,name_it,name_fa,name_am,name_az,name_bs,name_cs,name_ha,name_ku,name_nl,name_ps,name_ro,name_si,name_so,name_sq,name_sv,name_sw,name_tg,name_th,name_ug,name_uz,name_vi,name_yo,slug
934,267,آداب الأكل والشرب,Manners of Eating and Drinking,,Manners of Eating and Drinking,Manners of Eating and Drinking,Manners of Eating and Drinking,Manners of Eating and Drinking,,,Manners of Eating and Drinking,,Manners of Eating and Drinking,Manners of Eating and Drinking,,,,Manners of Eating and Drinking,,,,,,,,,,,,,,,,,,,,,manners-of-eating-and-drinking
935,267,آداب الطريق والسوق,Manners of the Road and the Market,,Manners of the Road and the Market,Manners of the Road and the Market,Manners of the Road and the Market,Manners of the Road and the Market,,,Manners of the Road and the Market,,Manners of the Road and the Market,Manners of the Road and the Market,,,,Manners of the Road and the Market,,,,,,,,,,,,,,,,,,,,,manners-of-the-road-and-the-market
936,267,آداب وأحكام السفر,Manners and Rulings of Travel,,Manners and Rulings of Travel,Manners and Rulings of Travel,Manners and Rulings of Travel,Manners and Rulings of Travel,,,Manners and Rulings of Travel,,Manners and Rulings of Travel,Manners and Rulings of Travel,,,,Manners and Rulings of Travel,,,,,,,,,,,,,,,,,,,,,manners-and-rulings-of-travel
937,267,آداب النوم والاستيقاظ,Manners of Sleeping and Waking Up,,Manners of Sleeping and Waking Up,Manners of Sleeping and Waking Up,Manners of Sleeping and Waking Up,Manners of Sleeping and Waking Up,,,Manners of Sleeping and Waking Up,,Manners of Sleeping and Waking Up,Manners of Sleeping and Waking Up,,,,Manners of Sleeping and Waking Up,,,,,,,,,,,,,,,,,,,,,manners-of-sleeping-and-waking-up
938,267,آداب الرؤيا,Manners of Visions,,Manners of Visions,Manners of Visions,Manners of Visions,Manners of Visions,,,Manners of Visions,,Manners of Visions,Manners of Visions,,,,Manners of Visions,,,,,,,,,,,,,,,,,,,,,manners-of-visions
939,267,آداب الزيارة والاستئذان,Manners of Visiting and Seeking Permission,,Manners of Visiting and Seeking Permission,Manners of Visiting and Seeking Permission,Manners of Visiting and Seeking Permission,Manners of Visiting and Seeking Permission,,,Manners of Visiting and Seeking Permission,,Manners of Visiting and Seeking Permission,Manners of Visiting and Seeking Permission,,,,Manners of Visiting and Seeking Permission,,,,,,,,,,,,,,,,,,,,,manners-of-visiting-and-seeking-permission
940,267,آداب العطاس والتثاؤب,Manners of Sneezing and Yawning,,Manners of Sneezing and Yawning,Manners of Sneezing and Yawning,Manners of Sneezing and Yawning,Manners of Sneezing and Yawning,,,Manners of Sneezing and Yawning,,Manners of Sneezing and Yawning,Manners of Sneezing and Yawning,,,,Manners of Sneezing and Yawning,,,,,,,,,,,,,,,,,,,,,manners-of-sneezing-and-yawning
941,267,آداب عيادة المريض,Manners of Visiting the Sick,,Manners of Visiting the Sick,Manners of Visiting the Sick,Manners of Visiting the Sick,Manners of Visiting the Sick,,,Manners of Visiting the Sick,,Manners of Visiting the Sick,Manners of Visiting the Sick,,,,Manners of Visiting the Sick,,,,,,,,,,,,,,,,,,,,,manners-of-visiting-the-sick
942,267,آداب اللباس,Manners of Dressing,,Manners of Dressing,Manners of Dressing,Manners of Dressing,Manners of Dressing,,,Manners of Dressing,,Manners of Dressing,Manners of Dressing,,,,Manners of Dressing,,,,,,,,,,,,,,,,,,,,,manners-of-dressing
943,268,هدي النبي صلى الله عليه وسلم في الذكر,Prophetic Guidance on Remembering Allah,,Prophetic Guidance on Remembering Allah,Prophetic Guidance on Remembering Allah,Prophetic Guidance on Remembering Allah,Prophetic Guidance on Remembering Allah,,,Prophetic Guidance on Remembering Allah,,Prophetic Guidance on Remembering Allah,Prophetic Guidance on Remembering Allah,,,,Prophetic Guidance on Remembering Allah,,,,,,,,,,,,,,,,,,,,,prophetic-guidance-on-remembering-allah
944,268,فوائد ذكر الله عز وجل,Benefits of Remembering Allah,,Benefits of Remembering Allah,Benefits of Remembering Allah,Benefits of Remembering Allah,Benefits of Remembering Allah,,,Benefits of Remembering Allah,,Benefits of Remembering Allah,Benefits of Remembering Allah,,,,Benefits of Remembering Allah,,,,,,,,,,,,,,,,,,,,,benefits-of-remembering-allah
945,268,أذكار الصباح والمساء,Morning and Evening Dhikr,,Morning and Evening Dhikr,Morning and Evening Dhikr,Morning and Evening Dhikr,Morning and Evening Dhikr,,,Morning and Evening Dhikr,,Morning and Evening Dhikr,Morning and Evening Dhikr,,,,Morning and Evening Dhikr,,,,,,,,,,,,,,,,,,,,,morning-and-evening-dhikr
946,268,الأذكار المطلقة,Timeless Dhikr,,Timeless Dhikr,Timeless Dhikr,Timeless Dhikr,Timeless Dhikr,,,Timeless Dhikr,,Timeless Dhikr,Timeless Dhikr,,,,Timeless Dhikr,,,,,,,,,,,,,,,,,,,,,timeless-dhikr
947,268,أذكار الدخول والخروج من المنزل,Dhikr on Entering and Leaving the House,,Dhikr on Entering and Leaving the House,Dhikr on Entering and Leaving the House,Dhikr on Entering and Leaving the House,Dhikr on Entering and Leaving the House,,,Dhikr on Entering and Leaving the House,,Dhikr on Entering and Leaving the House,Dhikr on Entering and Leaving the House,,,,Dhikr on Entering and Leaving the House,,,,,,,,,,,,,,,,,,,,,dhikr-on-entering-and-leaving-the-house
948,268,أذكار الدخول والخروج من الخلاء,Dhikr on Entering and Leaving the Bathroom,,Dhikr on Entering and Leaving the Bathroom,Dhikr on Entering and Leaving the Bathroom,Dhikr on Entering and Leaving the Bathroom,Dhikr on Entering and Leaving the Bathroom,,,Dhikr on Entering and Leaving the Bathroom,,Dhikr on Entering and Leaving the Bathroom,Dhikr on Entering and Leaving the Bathroom,,,,Dhikr on Entering and Leaving the Bathroom,,,,,,,,,,,,,,,,,,,,,dhikr-on-entering-and-leaving-the-bathroom
949,268,أذكار الدخول والخروج من المسجد,Dhikr on Entering and Leaving the Mosque,,Dhikr on Entering and Leaving the Mosque,Dhikr on Entering and Leaving the Mosque,Dhikr on Entering and Leaving the Mosque,Dhikr on Entering and Leaving the Mosque,,,Dhikr on Entering and Leaving the Mosque,,Dhikr on Entering and Leaving the Mosque,Dhikr on Entering and Leaving the Mosque,,,,Dhikr on Entering and Leaving the Mosque,,,,,,,,,,,,,,,,,,,,,dhikr-on-entering-and-leaving-the-mosque
950,268,الأذكار التي تقال في أوقات الشدة,Hard Times Dhikr,,Hard Times Dhikr,Hard Times Dhikr,Hard Times Dhikr,Hard Times Dhikr,,,Hard Times Dhikr,,Hard Times Dhikr,Hard Times Dhikr,,,,Hard Times Dhikr,,,,,,,,,,,,,,,,,,,,,hard-times-dhikr
951,268,الأذكار للأمور العارضة,Dhikr on Special Occasions,,Dhikr on Special Occasions,Dhikr on Special Occasions,Dhikr on Special Occasions,Dhikr on Special Occasions,,,Dhikr on Special Occasions,,Dhikr on Special Occasions,Dhikr on Special Occasions,,,,Dhikr on Special Occasions,,,,,,,,,,,,,,,,,,,,,dhikr-on-special-occasions
952,268,أحكام الدعاء,Rulings of Supplication,,Rulings of Supplication,Rulings of Supplication,Rulings of Supplication,Rulings of Supplication,,,Rulings of Supplication,,Rulings of Supplication,Rulings of Supplication,,,,Rulings of Supplication,,,,,,,,,,,,,,,,,,,,,rulings-of-supplication
953,268,أنواع الدعاء,Types of Supplication,,Types of Supplication,Types of Supplication,Types of Supplication,Types of Supplication,,,Types of Supplication,,Types of Supplication,Types of Supplication,,,,Types of Supplication,,,,,,,,,,,,,,,,,,,,,types-of-supplication
954,268,آداب الدعاء,Manners of Supplication,,Manners of Supplication,Manners of Supplication,Manners of Supplication,Manners of Supplication,,,Manners of Supplication,,Manners of Supplication,Manners of Supplication,,,,Manners of Supplication,,,,,,,,,,,,,,,,,,,,,manners-of-supplication
955,268,أسباب إجابة الدعاء وموانعه,Causes for Answering or not Answering Supplications,,Causes for Answering or not Answering Supplications,Causes for Answering or not Answering Supplications,Causes for Answering or not Answering Supplications,Causes for Answering or not Answering Supplications,,,Causes for Answering or not Answering Supplications,,Causes for Answering or not Answering Supplications,Causes for Answering or not Answering Supplications,,,,Causes for Answering or not Answering Supplications,,,,,,,,,,,,,,,,,,,,,causes-for-answering-or-not-answering-supplications
956,268,الأدعية المأثورة,Reported Supplications,,Reported Supplications,Reported Supplications,Reported Supplications,Reported Supplications,,,Reported Supplications,,Reported Supplications,Reported Supplications,,,,Reported Supplications,,,,,,,,,,,,,,,,,,,,,reported-supplications
957,269,أعمال القلوب,Acts of Heart,,Acts of Heart,Acts of Heart,Acts of Heart,Acts of Heart,,,Acts of Heart,,Acts of Heart,Acts of Heart,,,,Acts of Heart,,,,,,,,,,,,,,,,,,,,,acts-of-heart
958,269,أمراض القلوب,Heart Diseases,,Heart Diseases,Heart Diseases,Heart Diseases,Heart Diseases,,,Heart Diseases,,Heart Diseases,Heart Diseases,,,,Heart Diseases,,,,,,,,,,,,,,,,,,,,,heart-diseases
959,269,الزهد والورع,Asceticism and Piety,,Asceticism and Piety,Asceticism and Piety,Asceticism and Piety,Asceticism and Piety,,,Asceticism and Piety,,Asceticism and Piety,Asceticism and Piety,,,,Asceticism and Piety,,,,,,,,,,,,,,,,,,,,,asceticism-and-piety
960,269,أحوال الصالحين,States of the Righteous Believers,,States of the Righteous Believers,States of the Righteous Believers,States of the Righteous Believers,States of the Righteous Believers,,,States of the Righteous Believers,,States of the Righteous Believers,States of the Righteous Believers,,,,States of the Righteous Believers,,,,,,,,,,,,,,,,,,,,,states-of-the-righteous-believers
961,269,ذم المعاصي,Condemning Sins,,Condemning Sins,Condemning Sins,Condemning Sins,Condemning Sins,,,Condemning Sins,,Condemning Sins,Condemning Sins,,,,Condemning Sins,,,,,,,,,,,,,,,,,,,,,condemning-sins
962,269,ذم حب الدنيا,Condemning Love of the World,,Condemning Love of the World,Condemning Love of the World,Condemning Love of the World,Condemning Love of the World,,,Condemning Love of the World,,Condemning Love of the World,Condemning Love of the World,,,,Condemning Love of the World,,,,,,,,,,,,,,,,,,,,,condemning-love-of-the-world
963,269,ذَمُّ الهوى والشَّهوات,Condemning Whims and Desires,,Condemning Whims and Desires,Condemning Whims and Desires,Condemning Whims and Desires,Condemning Whims and Desires,,,Condemning Whims and Desires,,Condemning Whims and Desires,Condemning Whims and Desires,,,,Condemning Whims and Desires,,,,,,,,,,,,,,,,,,,,,condemning-whims-and-desires
964,269,التوبة,Repentance,,Repentance,Repentance,Repentance,Repentance,,,Repentance,,Repentance,Repentance,,,,Repentance,,,,,,,,,,,,,,,,,,,,,repentance
965,269,تزكية النفوس,Purification of Souls,,Purification of Souls,Purification of Souls,Purification of Souls,Purification of Souls,,,Purification of Souls,,Purification of Souls,Purification of Souls,,,,Purification of Souls,,,,,,,,,,,,,,,,,,,,,purification-of-souls
966,269,أهوال القبور,Terrors of the Graves,,Terrors of the Graves,Terrors of the Graves,Terrors of the Graves,Terrors of the Graves,,,Terrors of the Graves,,Terrors of the Graves,Terrors of the Graves,,,,Terrors of the Graves,,,,,,,,,,,,,,,,,,,,,terrors-of-the-graves
967,269,صفات الجنة والنار,Descriptions of Paradise and Hell,,Descriptions of Paradise and Hell,Descriptions of Paradise and Hell,Descriptions of Paradise and Hell,Descriptions of Paradise and Hell,,,Descriptions of Paradise and Hell,,Descriptions of Paradise and Hell,Descriptions of Paradise and Hell,,,,Descriptions of Paradise and Hell,,,,,,,,,,,,,,,,,,,,,descriptions-of-paradise-and-hell
968,6,الدعوة إلى الله,Calling to Allah (Da‘wah),,Calling to Allah (Da‘wah),Calling to Allah (Da‘wah),Calling to Allah (Da‘wah),Calling to Allah (Da‘wah),,,Calling to Allah (Da‘wah),,Calling to Allah (Da‘wah),Calling to Allah (Da‘wah),,,,Calling to Allah (Da‘wah),,,,,,,,,,,,,,,,,,,,,calling-to-allah-da‘wah
969,6,الأمر بالمعروف والنهي عن المنكر,Enjoining Good and Forbidding Evil,,Enjoining Good and Forbidding Evil,Enjoining Good and Forbidding Evil,Enjoining Good and Forbidding Evil,Enjoining Good and Forbidding Evil,,,Enjoining Good and Forbidding Evil,,Enjoining Good and Forbidding Evil,Enjoining Good and Forbidding Evil,,,,Enjoining Good and Forbidding Evil,,,,,,,,,,,,,,,,,,,,,enjoining-good-and-forbidding-evil
970,6,السياسة الشرعية,Shariah-approved Politics,,Shariah-approved Politics,Shariah-approved Politics,Shariah-approved Politics,Shariah-approved Politics,,,Shariah-approved Politics,,Shariah-approved Politics,Shariah-approved Politics,,,,Shariah-approved Politics,,,,,,,,,,,,,,,,,,,,,shariah-approved-politics
971,6,الثقافة الإسلامية,Islamic Culture,,Islamic Culture,Islamic Culture,Islamic Culture,Islamic Culture,,,Islamic Culture,,Islamic Culture,Islamic Culture,,,,Islamic Culture,,,,,,,,,,,,,,,,,,,,,islamic-culture
972,325,حكم الدعوة إلى الله,Ruling of Calling to Allah,,Ruling of Calling to Allah,Ruling of Calling to Allah,Ruling of Calling to Allah,Ruling of Calling to Allah,,,Ruling of Calling to Allah,,Ruling of Calling to Allah,Ruling of Calling to Allah,,,,Ruling of Calling to Allah,,,,,,,,,,,,,,,,,,,,,ruling-of-calling-to-allah
973,325,آداب الدعوة إلى الله,Manners of Calling to Allah,,Manners of Calling to Allah,Manners of Calling to Allah,Manners of Calling to Allah,Manners of Calling to Allah,,,Manners of Calling to Allah,,Manners of Calling to Allah,Manners of Calling to Allah,,,,Manners of Calling to Allah,,,,,,,,,,,,,,,,,,,,,manners-of-calling-to-allah
974,325,سير الدعاة وواجباتهم,Backgrounds and Duties of the Callers to Allah,,Backgrounds and Duties of the Callers to Allah,Backgrounds and Duties of the Callers to Allah,Backgrounds and Duties of the Callers to Allah,Backgrounds and Duties of the Callers to Allah,,,Backgrounds and Duties of the Callers to Allah,,Backgrounds and Duties of the Callers to Allah,Backgrounds and Duties of the Callers to Allah,,,,Backgrounds and Duties of the Callers to Allah,,,,,,,,,,,,,,,,,,,,,backgrounds-and-duties-of-the-callers-to-allah
975,325,فضل الإسلام ومحاسنه,Excellence and Merits of Islam,,Excellence and Merits of Islam,Excellence and Merits of Islam,Excellence and Merits of Islam,Excellence and Merits of Islam,,,Excellence and Merits of Islam,,Excellence and Merits of Islam,Excellence and Merits of Islam,,,,Excellence and Merits of Islam,,,,,,,,,,,,,,,,,,,,,excellence-and-merits-of-islam
976,325,عموم الدين الإسلامي,Universality of Islam,,Universality of Islam,Universality of Islam,Universality of Islam,Universality of Islam,,,Universality of Islam,,Universality of Islam,Universality of Islam,,,,Universality of Islam,,,,,,,,,,,,,,,,,,,,,universality-of-islam
977,325,حقوق الإنسان في الإسلام,Human Rights in Islam,,Human Rights in Islam,Human Rights in Islam,Human Rights in Islam,Human Rights in Islam,,,Human Rights in Islam,,Human Rights in Islam,Human Rights in Islam,,,,Human Rights in Islam,,,,,,,,,,,,,,,,,,,,,human-rights-in-islam
978,325,حقوق الحيوان في الإسلام,Animal Rights in Islam,,Animal Rights in Islam,Animal Rights in Islam,Animal Rights in Islam,Animal Rights in Islam,,,Animal Rights in Islam,,Animal Rights in Islam,Animal Rights in Islam,,,,Animal Rights in Islam,,,,,,,,,,,,,,,,,,,,,animal-rights-in-islam
979,326,حكم الأمر بالمعروف والنهي عن المنكر,Ruling of Enjoining Good and Forbidding Evil,,Ruling of Enjoining Good and Forbidding Evil,Ruling of Enjoining Good and Forbidding Evil,Ruling of Enjoining Good and Forbidding Evil,Ruling of Enjoining Good and Forbidding Evil,,,Ruling of Enjoining Good and Forbidding Evil,,Ruling of Enjoining Good and Forbidding Evil,Ruling of Enjoining Good and Forbidding Evil,,,,Ruling of Enjoining Good and Forbidding Evil,,,,,,,,,,,,,,,,,,,,,ruling-of-enjoining-good-and-forbidding-evil
980,326,فضل الأمر بالمعروف والنهي عن المنكر,Excellence of Enjoining Good and Forbidding Evil,,Excellence of Enjoining Good and Forbidding Evil,Excellence of Enjoining Good and Forbidding Evil,Excellence of Enjoining Good and Forbidding Evil,Excellence of Enjoining Good and Forbidding Evil,,,Excellence of Enjoining Good and Forbidding Evil,,Excellence of Enjoining Good and Forbidding Evil,Excellence of Enjoining Good and Forbidding Evil,,,,Excellence of Enjoining Good and Forbidding Evil,,,,,,,,,,,,,,,,,,,,,excellence-of-enjoining-good-and-forbidding-evil
981,326,آداب الأمر بالمعروف والنهي عن المنكر,Manners of Enjoining Good and Forbidding Evil,,Manners of Enjoining Good and Forbidding Evil,Manners of Enjoining Good and Forbidding Evil,Manners of Enjoining Good and Forbidding Evil,Manners of Enjoining Good and Forbidding Evil,,,Manners of Enjoining Good and Forbidding Evil,,Manners of Enjoining Good and Forbidding Evil,Manners of Enjoining Good and Forbidding Evil,,,,Manners of Enjoining Good and Forbidding Evil,,,,,,,,,,,,,,,,,,,,,manners-of-enjoining-good-and-forbidding-evil
982,326,أصول الأمر بالمعروف والنهي عن المنكر,Principles of Enjoining Good and Forbidding Evil,,Principles of Enjoining Good and Forbidding Evil,Principles of Enjoining Good and Forbidding Evil,Principles of Enjoining Good and Forbidding Evil,Principles of Enjoining Good and Forbidding Evil,,,Principles of Enjoining Good and Forbidding Evil,,Principles of Enjoining Good and Forbidding Evil,Principles of Enjoining Good and Forbidding Evil,,,,Principles of Enjoining Good and Forbidding Evil,,,,,,,,,,,,,,,,,,,,,principles-of-enjoining-good-and-forbidding-evil
983,326,شروط الأمر بالمعروف والنهي عن المنكر,Requirements of Enjoining Good and Forbidding Evil,,Requirements of Enjoining Good and Forbidding Evil,Requirements of Enjoining Good and Forbidding Evil,Requirements of Enjoining Good and Forbidding Evil,Requirements of Enjoining Good and Forbidding Evil,,,Requirements of Enjoining Good and Forbidding Evil,,Requirements of Enjoining Good and Forbidding Evil,Requirements of Enjoining Good and Forbidding Evil,,,,Requirements of Enjoining Good and Forbidding Evil,,,,,,,,,,,,,,,,,,,,,requirements-of-enjoining-good-and-forbidding-evil
984,326,أحكام ومسائل متعلقة بالأمر بالمعروف والنهي عن المنكر,Rulings and Issues of Enjoining Good and Forbidding Evil,,Rulings and Issues of Enjoining Good and Forbidding Evil,Rulings and Issues of Enjoining Good and Forbidding Evil,Rulings and Issues of Enjoining Good and Forbidding Evil,Rulings and Issues of Enjoining Good and Forbidding Evil,,,Rulings and Issues of Enjoining Good and Forbidding Evil,,Rulings and Issues of Enjoining Good and Forbidding Evil,Rulings and Issues of Enjoining Good and Forbidding Evil,,,,Rulings and Issues of Enjoining Good and Forbidding Evil,,,,,,,,,,,,,,,,,,,,,rulings-and-issues-of-enjoining-good-and-forbidding-evil
985,327,طرق اختيار الإمام للإمامة الكبرى,Ways of Electing the Supreme Muslim Imam (Ruler),,Ways of Electing the Supreme Muslim Imam (Ruler),Ways of Electing the Supreme Muslim Imam (Ruler),Ways of Electing the Supreme Muslim Imam (Ruler),Ways of Electing the Supreme Muslim Imam (Ruler),,,Ways of Electing the Supreme Muslim Imam (Ruler),,Ways of Electing the Supreme Muslim Imam (Ruler),Ways of Electing the Supreme Muslim Imam (Ruler),,,,Ways of Electing the Supreme Muslim Imam (Ruler),,,,,,,,,,,,,,,,,,,,,ways-of-electing-the-supreme-muslim-imam-ruler
986,327,شروط الإمامة العظمى,Requirements of the Supreme Imamate (Leadership),,Requirements of the Supreme Imamate (Leadership),Requirements of the Supreme Imamate (Leadership),Requirements of the Supreme Imamate (Leadership),Requirements of the Supreme Imamate (Leadership),,,Requirements of the Supreme Imamate (Leadership),,Requirements of the Supreme Imamate (Leadership),Requirements of the Supreme Imamate (Leadership),,,,Requirements of the Supreme Imamate (Leadership),,,,,,,,,,,,,,,,,,,,,requirements-of-the-supreme-imamate-leadership
987,327,واجبات الإمام,Duties of the Imam,,Duties of the Imam,Duties of the Imam,Duties of the Imam,Duties of the Imam,,,Duties of the Imam,,Duties of the Imam,Duties of the Imam,,,,Duties of the Imam,,,,,,,,,,,,,,,,,,,,,duties-of-the-imam
988,327,حق الإمام على الرعية,Imam's Rights over the Subjects,,Imam's Rights over the Subjects,Imam's Rights over the Subjects,Imam's Rights over the Subjects,Imam's Rights over the Subjects,,,Imam's Rights over the Subjects,,Imam's Rights over the Subjects,Imam's Rights over the Subjects,,,,Imam's Rights over the Subjects,,,,,,,,,,,,,,,,,,,,,imams-rights-over-the-subjects
989,327,الخروج على الإمام,Rebelling against the Muslim Ruler,,Rebelling against the Muslim Ruler,Rebelling against the Muslim Ruler,Rebelling against the Muslim Ruler,Rebelling against the Muslim Ruler,,,Rebelling against the Muslim Ruler,,Rebelling against the Muslim Ruler,Rebelling against the Muslim Ruler,,,,Rebelling against the Muslim Ruler,,,,,,,,,,,,,,,,,,,,,rebelling-against-the-muslim-ruler
990,327,العلاقات الدولية في الإسلام,International Relations in Islam,,International Relations in Islam,International Relations in Islam,International Relations in Islam,International Relations in Islam,,,International Relations in Islam,,International Relations in Islam,International Relations in Islam,,,,International Relations in Islam,,,,,,,,,,,,,,,,,,,,,international-relations-in-islam
991,327,نظام الشورى في الإسلام,Consultation System in Islam,,Consultation System in Islam,Consultation System in Islam,Consultation System in Islam,Consultation System in Islam,,,Consultation System in Islam,,Consultation System in Islam,Consultation System in Islam,,,,Consultation System in Islam,,,,,,,,,,,,,,,,,,,,,consultation-system-in-islam
992,328,الحضارة الإسلامية,Islamic Civilization,,Islamic Civilization,Islamic Civilization,Islamic Civilization,Islamic Civilization,,,Islamic Civilization,,Islamic Civilization,Islamic Civilization,,,,Islamic Civilization,,,,,,,,,,,,,,,,,,,,,islamic-civilization
993,7,السيرة النبوية,Prophet's Biography,,Prophet's Biography,Prophet's Biography,Prophet's Biography,Prophet's Biography,,,Prophet's Biography,,Prophet's Biography,Prophet's Biography,,,,Prophet's Biography,,,,,,,,,,,,,,,,,,,,,prophets-biography
994,7,التاريخ,History,,History,History,History,History,,,History,,History,History,,,,History,,,,,,,,,,,,,,,,,,,,,history
995,367,نسبه صلى الله عليه وسلم,Prophet's Lineage,,Prophet's Lineage,Prophet's Lineage,Prophet's Lineage,Prophet's Lineage,,,Prophet's Lineage,,Prophet's Lineage,Prophet's Lineage,,,,Prophet's Lineage,,,,,,,,,,,,,,,,,,,,,prophets-lineage
996,367,زوجاته صلى الله عليه وسلم وأحوال بيت النبوة,Prophet's Wives and Family Issues,,Prophet's Wives and Family Issues,Prophet's Wives and Family Issues,Prophet's Wives and Family Issues,Prophet's Wives and Family Issues,,,Prophet's Wives and Family Issues,,Prophet's Wives and Family Issues,Prophet's Wives and Family Issues,,,,Prophet's Wives and Family Issues,,,,,,,,,,,,,,,,,,,,,prophets-wives-and-family-issues
997,367,أولاده صلى الله عليه وسلم,Prophet's Children,,Prophet's Children,Prophet's Children,Prophet's Children,Prophet's Children,,,Prophet's Children,,Prophet's Children,Prophet's Children,,,,Prophet's Children,,,,,,,,,,,,,,,,,,,,,prophets-children
998,367,خدمه صلى الله عليه وسلم,Prophet's Servants,,Prophet's Servants,Prophet's Servants,Prophet's Servants,Prophet's Servants,,,Prophet's Servants,,Prophet's Servants,Prophet's Servants,,,,Prophet's Servants,,,,,,,,,,,,,,,,,,,,,prophets-servants
999,367,حياته قبل البعثة صلى الله عليه وسلم,Prophet's Life before Mission,,Prophet's Life before Mission,Prophet's Life before Mission,Prophet's Life before Mission,Prophet's Life before Mission,,,Prophet's Life before Mission,,Prophet's Life before Mission,Prophet's Life before Mission,,,,Prophet's Life before Mission,,,,,,,,,,,,,,,,,,,,,prophets-life-before-mission
1000,367,مبعثه صلى الله عليه وسلم,Prophet's Mission,,Prophet's Mission,Prophet's Mission,Prophet's Mission,Prophet's Mission,,,Prophet's Mission,,Prophet's Mission,Prophet's Mission,,,,Prophet's Mission,,,,,,,,,,,,,,,,,,,,,prophets-mission
1001,367,العهد المكي,The Makkan Period,,The Makkan Period,The Makkan Period,The Makkan Period,The Makkan Period,,,The Makkan Period,,The Makkan Period,The Makkan Period,,,,The Makkan Period,,,,,,,,,,,,,,,,,,,,,the-makkan-period
1002,367,الهجرة,The Emigration (Hijrah),,The Emigration (Hijrah),The Emigration (Hijrah),The Emigration (Hijrah),The Emigration (Hijrah),,,The Emigration (Hijrah),,The Emigration (Hijrah),The Emigration (Hijrah),,,,The Emigration (Hijrah),,,,,,,,,,,,,,,,,,,,,the-emigration-hijrah
1003,367,العهد المدني,The Madinan Period,,The Madinan Period,The Madinan Period,The Madinan Period,The Madinan Period,,,The Madinan Period,,The Madinan Period,The Madinan Period,,,,The Madinan Period,,,,,,,,,,,,,,,,,,,,,the-madinan-period
1004,367,غزواته وسراياه صلى الله عليه وسلم,Prophet's Battles and Expeditions,,Prophet's Battles and Expeditions,Prophet's Battles and Expeditions,Prophet's Battles and Expeditions,Prophet's Battles and Expeditions,,,Prophet's Battles and Expeditions,,Prophet's Battles and Expeditions,Prophet's Battles and Expeditions,,,,Prophet's Battles and Expeditions,,,,,,,,,,,,,,,,,,,,,prophets-battles-and-expeditions
1005,367,مكاتباته ومراسلاته صلى الله عليه وسلم,Prophet's Correspondences,,Prophet's Correspondences,Prophet's Correspondences,Prophet's Correspondences,Prophet's Correspondences,,,Prophet's Correspondences,,Prophet's Correspondences,Prophet's Correspondences,,,,Prophet's Correspondences,,,,,,,,,,,,,,,,,,,,,prophets-correspondences
1006,367,وفاته صلى الله عليه وسلم,Prophet's Death,,Prophet's Death,Prophet's Death,Prophet's Death,Prophet's Death,,,Prophet's Death,,Prophet's Death,Prophet's Death,,,,Prophet's Death,,,,,,,,,,,,,,,,,,,,,prophets-death
1007,367,الشمائل المحمدية,Muhammadan Qualities,,Muhammadan Qualities,Muhammadan Qualities,Muhammadan Qualities,Muhammadan Qualities,,,Muhammadan Qualities,,Muhammadan Qualities,Muhammadan Qualities,,,,Muhammadan Qualities,,,,,,,,,,,,,,,,,,,,,muhammadan-qualities
1008,368,قصص وأحوال الأمم السابقة,Stories and Conditions of Pre-Islamic Nations,,Stories and Conditions of Pre-Islamic Nations,Stories and Conditions of Pre-Islamic Nations,Stories and Conditions of Pre-Islamic Nations,Stories and Conditions of Pre-Islamic Nations,,,Stories and Conditions of Pre-Islamic Nations,,Stories and Conditions of Pre-Islamic Nations,Stories and Conditions of Pre-Islamic Nations,,,,Stories and Conditions of Pre-Islamic Nations,,,,,,,,,,,,,,,,,,,,,stories-and-conditions-of-pre-islamic-nations
1009,368,تاريخ مكة والمدينة والأقصى,History of Makkah; Madinah; and the Aqsa (Jerusalem),,History of Makkah; Madinah; and the Aqsa (Jerusalem),History of Makkah; Madinah; and the Aqsa (Jerusalem),History of Makkah; Madinah; and the Aqsa (Jerusalem),History of Makkah; Madinah; and the Aqsa (Jerusalem),,,History of Makkah; Madinah; and the Aqsa (Jerusalem),,History of Makkah; Madinah; and the Aqsa (Jerusalem),History of Makkah; Madinah; and the Aqsa (Jerusalem),,,,History of Makkah; Madinah; and the Aqsa (Jerusalem),,,,,,,,,,,,,,,,,,,,,history-of-makkah;-madinah;-and-the-aqsa-jerusalem
1010,368,الحروب والغزوات,Wars and Battles,,Wars and Battles,Wars and Battles,Wars and Battles,Wars and Battles,,,Wars and Battles,,Wars and Battles,Wars and Battles,,,,Wars and Battles,,,,,,,,,,,,,,,,,,,,,wars-and-battles
1011,368,التراجم وسير الأعلام,Biographies (of Famous Figures),,Biographies (of Famous Figures),Biographies (of Famous Figures),Biographies (of Famous Figures),Biographies (of Famous Figures),,,Biographies (of Famous Figures),,Biographies (of Famous Figures),Biographies (of Famous Figures),,,,Biographies (of Famous Figures),,,,,,,,,,,,,,,,,,,,,biographies-of-famous-figures
1012,368,البلدان والأعلام,Countries and Figures,,Countries and Figures,Countries and Figures,Countries and Figures,Countries and Figures,,,Countries and Figures,,Countries and Figures,Countries and Figures,,,,Countries and Figures,,,,,,,,,,,,,,,,,,,,,countries-and-figures
